Location.1,Values,Educational Attainment,Year
McMinn County,5.6%,Less than 9th grade,2019
McMinn County,8.0%,Associate's degree,2019
McMinn County,84.5%,High school graduate or higher,2019
McMinn County,9.9%,"9th to 12th grade, no diploma",2019
McNairy County,10.5%,"9th to 12th grade, no diploma",2019
McNairy County,17.9%,"Some college, no degree",2019
McNairy County,"18,185",Population 25 years and over,2019
McNairy County,45.4%,High school graduate (includes equivalency),2019
McNairy County,5.1%,Graduate or professional degree,2019
McNairy County,6.7%,Associate's degree,2019
McNairy County,6.8%,Less than 9th grade,2019
McNairy County,7.6%,Bachelor's degree,2019
McNairy County,82.6%,High school graduate or higher,2019
Meigs County,10.6%,"9th to 12th grade, no diploma",2019
Meigs County,20.7%,"Some college, no degree",2019
Meigs County,3.9%,Graduate or professional degree,2019
Meigs County,45.4%,High school graduate (includes equivalency),2019
Meigs County,5.6%,Less than 9th grade,2019
Meigs County,5.9%,Bachelor's degree,2019
Meigs County,7.9%,Associate's degree,2019
Meigs County,"8,808",Population 25 years and over,2019
Meigs County,83.8%,High school graduate or higher,2019
Monroe County,19.9%,"Some college, no degree",2019
Monroe County,"32,568",Population 25 years and over,2019
Monroe County,4.5%,Graduate or professional degree,2019
Monroe County,41.5%,High school graduate (includes equivalency),2019
Monroe County,7.5%,Associate's degree,2019
Monroe County,8.4%,Less than 9th grade,2019
Monroe County,8.9%,Bachelor's degree,2019
Monroe County,82.4%,High school graduate or higher,2019
Monroe County,9.2%,"9th to 12th grade, no diploma",2019
Montgomery County,10.2%,Associate's degree,2019
Montgomery County,"123,893",Population 25 years and over,2019
Montgomery County,18.9%,Bachelor's degree,2019
Montgomery County,2.0%,Less than 9th grade,2019
Montgomery County,25.8%,"Some college, no degree",2019
Montgomery County,28.5%,High school graduate (includes equivalency),2019
Montgomery County,5.0%,"9th to 12th grade, no diploma",2019
Montgomery County,9.6%,Graduate or professional degree,2019
Montgomery County,92.9%,High school graduate or higher,2019
Moore County,15.1%,Bachelor's degree,2019
Moore County,15.3%,"Some college, no degree",2019
Moore County,39.9%,High school graduate (includes equivalency),2019
Moore County,"4,590",Population 25 years and over,2019
Moore County,5.4%,Less than 9th grade,2019
Moore County,7.6%,Graduate or professional degree,2019
Moore County,7.9%,Associate's degree,2019
Moore County,8.8%,"9th to 12th grade, no diploma",2019
Moore County,85.9%,High school graduate or higher,2019
Morgan County,13.8%,"9th to 12th grade, no diploma",2019
Morgan County,"15,570",Population 25 years and over,2019
Morgan County,16.1%,"Some college, no degree",2019
Morgan County,3.5%,Graduate or professional degree,2019
Morgan County,48.5%,High school graduate (includes equivalency),2019
Morgan County,5.8%,Bachelor's degree,2019
Morgan County,6.0%,Less than 9th grade,2019
Morgan County,6.3%,Associate's degree,2019
Morgan County,80.3%,High school graduate or higher,2019
Obion County,10.3%,Bachelor's degree,2019
Obion County,17.9%,"Some college, no degree",2019
Obion County,"21,277",Population 25 years and over,2019
Obion County,44.8%,High school graduate (includes equivalency),2019
Obion County,5.1%,Graduate or professional degree,2019
Obion County,5.6%,Associate's degree,2019
Obion County,6.6%,Less than 9th grade,2019
Obion County,83.5%,High school graduate or higher,2019
Obion County,9.9%,"9th to 12th grade, no diploma",2019
Overton County,"15,511",Population 25 years and over,2019
Overton County,16.3%,"Some college, no degree",2019
Overton County,4.8%,Graduate or professional degree,2019
Overton County,4.9%,Associate's degree,2019
Overton County,46.7%,High school graduate (includes equivalency),2019
Overton County,8.0%,Bachelor's degree,2019
Overton County,80.6%,High school graduate or higher,2019
Overton County,9.6%,Less than 9th grade,2019
Overton County,9.7%,"9th to 12th grade, no diploma",2019
Perry County,16.0%,"9th to 12th grade, no diploma",2019
Perry County,18.5%,"Some college, no degree",2019
Perry County,38.5%,High school graduate (includes equivalency),2019
Perry County,"5,571",Population 25 years and over,2019
Perry County,5.1%,Graduate or professional degree,2019
Perry County,6.4%,Associate's degree,2019
Perry County,6.4%,Bachelor's degree,2019
Perry County,74.9%,High school graduate or higher,2019
Perry County,9.2%,Less than 9th grade,2019
Pickett County,12.6%,"9th to 12th grade, no diploma",2019
Pickett County,13.0%,Less than 9th grade,2019
Pickett County,18.3%,"Some college, no degree",2019
Pickett County,"3,888",Population 25 years and over,2019
Pickett County,3.9%,Graduate or professional degree,2019
Pickett County,38.2%,High school graduate (includes equivalency),2019
Pickett County,5.5%,Bachelor's degree,2019
Pickett County,74.4%,High school graduate or higher,2019
Pickett County,8.4%,Associate's degree,2019
Polk County,10.1%,"9th to 12th grade, no diploma",2019
Polk County,"12,288",Population 25 years and over,2019
Polk County,22.5%,"Some college, no degree",2019
Polk County,39.4%,High school graduate (includes equivalency),2019
Polk County,4.8%,Graduate or professional degree,2019
Polk County,7.0%,Bachelor's degree,2019
Polk County,7.5%,Less than 9th grade,2019
Polk County,8.6%,Associate's degree,2019
Polk County,82.4%,High school graduate or higher,2019
Putnam County,10.1%,Graduate or professional degree,2019
Putnam County,16.3%,Bachelor's degree,2019
Putnam County,18.4%,"Some college, no degree",2019
Putnam County,36.5%,High school graduate (includes equivalency),2019
Putnam County,5.2%,Associate's degree,2019
Putnam County,"50,110",Population 25 years and over,2019
Putnam County,6.6%,"9th to 12th grade, no diploma",2019
Putnam County,6.8%,Less than 9th grade,2019
Putnam County,86.6%,High school graduate or higher,2019
Rhea County,10.8%,Bachelor's degree,2019
Rhea County,11.4%,"9th to 12th grade, no diploma",2019
Rhea County,20.7%,"Some college, no degree",2019
Rhea County,"22,111",Population 25 years and over,2019
Rhea County,36.8%,High school graduate (includes equivalency),2019
Rhea County,6.2%,Graduate or professional degree,2019
Rhea County,6.4%,Associate's degree,2019
Rhea County,7.9%,Less than 9th grade,2019
Rhea County,80.8%,High school graduate or higher,2019
Roane County,11.9%,Bachelor's degree,2019
Roane County,23.6%,"Some college, no degree",2019
Roane County,3.6%,Less than 9th grade,2019
Roane County,36.3%,High school graduate (includes equivalency),2019
Roane County,"39,144",Population 25 years and over,2019
Roane County,7.5%,"9th to 12th grade, no diploma",2019
Roane County,7.9%,Graduate or professional degree,2019
Roane County,88.9%,High school graduate or higher,2019
Roane County,9.2%,Associate's degree,2019
Robertson County,13.8%,Bachelor's degree,2019
Robertson County,22.1%,"Some college, no degree",2019
Robertson County,38.1%,High school graduate (includes equivalency),2019
Robertson County,"47,850",Population 25 years and over,2019
Robertson County,5.0%,Less than 9th grade,2019
Robertson County,5.8%,Graduate or professional degree,2019
Robertson County,7.4%,Associate's degree,2019
Robertson County,7.8%,"9th to 12th grade, no diploma",2019
Robertson County,87.2%,High school graduate or higher,2019
Rutherford County,"198,337",Population 25 years and over,2019
Rutherford County,2.7%,Less than 9th grade,2019
Rutherford County,22.3%,Bachelor's degree,2019
Rutherford County,23.5%,"Some college, no degree",2019
Rutherford County,27.8%,High school graduate (includes equivalency),2019
Rutherford County,5.5%,"9th to 12th grade, no diploma",2019
Rutherford County,8.2%,Associate's degree,2019
Rutherford County,9.9%,Graduate or professional degree,2019
Rutherford County,91.8%,High school graduate or higher,2019
Scott County,12.5%,"9th to 12th grade, no diploma",2019
Scott County,"14,961",Population 25 years and over,2019
Scott County,19.7%,"Some college, no degree",2019
Scott County,3.5%,Graduate or professional degree,2019
Scott County,44.3%,High school graduate (includes equivalency),2019
Scott County,5.7%,Bachelor's degree,2019
Scott County,6.6%,Associate's degree,2019
Scott County,7.7%,Less than 9th grade,2019
Scott County,79.8%,High school graduate or higher,2019
Sequatchie County,"10,733",Population 25 years and over,2019
Sequatchie County,12.2%,"9th to 12th grade, no diploma",2019
Sequatchie County,20.4%,"Some college, no degree",2019
Sequatchie County,39.1%,High school graduate (includes equivalency),2019
Sequatchie County,5.5%,Graduate or professional degree,2019
Sequatchie County,6.2%,Less than 9th grade,2019
Sequatchie County,7.0%,Associate's degree,2019
Sequatchie County,81.6%,High school graduate or higher,2019
Sequatchie County,9.6%,Bachelor's degree,2019
Sevier County,11.8%,Bachelor's degree,2019
Sevier County,22.8%,"Some college, no degree",2019
Sevier County,37.2%,High school graduate (includes equivalency),2019
Sevier County,5.4%,Less than 9th grade,2019
Sevier County,5.6%,Graduate or professional degree,2019
Sevier County,"69,559",Population 25 years and over,2019
Sevier County,7.5%,Associate's degree,2019
Sevier County,85.0%,High school graduate or higher,2019
Sevier County,9.6%,"9th to 12th grade, no diploma",2019
Shelby County,12.7%,Graduate or professional degree,2019
Shelby County,18.9%,Bachelor's degree,2019
Shelby County,22.9%,"Some college, no degree",2019
Shelby County,27.5%,High school graduate (includes equivalency),2019
Shelby County,4.0%,Less than 9th grade,2019
Shelby County,6.4%,Associate's degree,2019
Shelby County,"612,601",Population 25 years and over,2019
Shelby County,7.6%,"9th to 12th grade, no diploma",2019
Shelby County,88.4%,High school graduate or higher,2019
Smith County,"13,626",Population 25 years and over,2019
Smith County,17.7%,"Some college, no degree",2019
Smith County,46.5%,High school graduate (includes equivalency),2019
Smith County,5.3%,Graduate or professional degree,2019
Smith County,5.7%,Less than 9th grade,2019
Smith County,6.6%,Associate's degree,2019
Smith County,85.3%,High school graduate or higher,2019
Smith County,9.0%,"9th to 12th grade, no diploma",2019
Smith County,9.1%,Bachelor's degree,2019
Stewart County,10.1%,Bachelor's degree,2019
Stewart County,20.2%,"Some college, no degree",2019
Stewart County,3.8%,Less than 9th grade,2019
Stewart County,44.8%,High school graduate (includes equivalency),2019
Stewart County,5.5%,Graduate or professional degree,2019
Stewart County,6.6%,Associate's degree,2019
Stewart County,87.2%,High school graduate or higher,2019
Stewart County,"9,613",Population 25 years and over,2019
Stewart County,9.0%,"9th to 12th grade, no diploma",2019
Sullivan County,"114,478",Population 25 years and over,2019
Sullivan County,14.7%,Bachelor's degree,2019
Sullivan County,20.7%,"Some college, no degree",2019
Sullivan County,34.7%,High school graduate (includes equivalency),2019
Sullivan County,4.5%,Less than 9th grade,2019
Sullivan County,8.2%,Associate's degree,2019
Sullivan County,8.4%,"9th to 12th grade, no diploma",2019
Sullivan County,8.9%,Graduate or professional degree,2019
Sullivan County,87.2%,High school graduate or higher,2019
Sumner County,"125,677",Population 25 years and over,2019
Sumner County,19.1%,Bachelor's degree,2019
Sumner County,22.5%,"Some college, no degree",2019
Sumner County,3.8%,Less than 9th grade,2019
Sumner County,30.9%,High school graduate (includes equivalency),2019
Sumner County,6.4%,"9th to 12th grade, no diploma",2019
Sumner County,8.2%,Associate's degree,2019
Sumner County,89.7%,High school graduate or higher,2019
Sumner County,9.0%,Graduate or professional degree,2019
Tennessee,10.1%,Graduate or professional degree,2019
Tennessee,17.2%,Bachelor's degree,2019
Tennessee,20.7%,"Some college, no degree",2019
Tennessee,32.1%,High school graduate (includes equivalency),2019
Tennessee,"4,587,393",Population 25 years and over,2019
Tennessee,4.6%,Less than 9th grade,2019
Tennessee,7.3%,Associate's degree,2019
Tennessee,7.9%,"9th to 12th grade, no diploma",2019
Tennessee,87.5%,High school graduate or higher,2019
Tipton County,10.9%,Bachelor's degree,2019
Tipton County,25.0%,"Some college, no degree",2019
Tipton County,3.6%,Less than 9th grade,2019
Tipton County,37.6%,High school graduate (includes equivalency),2019
Tipton County,"41,092",Population 25 years and over,2019
Tipton County,6.3%,Graduate or professional degree,2019
Tipton County,7.9%,Associate's degree,2019
Tipton County,8.6%,"9th to 12th grade, no diploma",2019
Tipton County,87.8%,High school graduate or higher,2019
Trousdale County,24.4%,"Some college, no degree",2019
Trousdale County,38.4%,High school graduate (includes equivalency),2019
Trousdale County,4.5%,Graduate or professional degree,2019
Trousdale County,6.4%,Less than 9th grade,2019
Trousdale County,"7,196",Population 25 years and over,2019
Trousdale County,7.8%,Associate's degree,2019
Trousdale County,84.4%,High school graduate or higher,2019
Trousdale County,9.2%,"9th to 12th grade, no diploma",2019
Trousdale County,9.3%,Bachelor's degree,2019
Unicoi County,10.3%,Bachelor's degree,2019
Unicoi County,"13,390",Population 25 years and over,2019
Unicoi County,22.0%,"Some college, no degree",2019
Unicoi County,39.4%,High school graduate (includes equivalency),2019
Unicoi County,4.5%,Graduate or professional degree,2019
Unicoi County,6.3%,Less than 9th grade,2019
Unicoi County,8.7%,Associate's degree,2019
Unicoi County,8.8%,"9th to 12th grade, no diploma",2019
Unicoi County,85.0%,High school graduate or higher,2019
Union County,10.6%,Less than 9th grade,2019
Union County,12.3%,"9th to 12th grade, no diploma",2019
Union County,"13,833",Population 25 years and over,2019
