Location.1,Values,Educational Attainment,Year
McMinn County,0.10,"9th to 12th grade, no diploma",2019
McNairy County,0.11,"9th to 12th grade, no diploma",2019
McNairy County,0.18,"Some college, no degree",2019
McNairy County,18185.00,Population 25 years and over,2019
McNairy County,0.45,High school graduate (includes equivalency),2019
McNairy County,0.05,Graduate or professional degree,2019
McNairy County,0.07,Associate's degree,2019
McNairy County,0.07,Less than 9th grade,2019
McNairy County,0.08,Bachelor's degree,2019
McNairy County,0.83,High school graduate or higher,2019
Meigs County,0.11,"9th to 12th grade, no diploma",2019
Meigs County,0.21,"Some college, no degree",2019
Meigs County,0.04,Graduate or professional degree,2019
Meigs County,0.45,High school graduate (includes equivalency),2019
Meigs County,0.06,Less than 9th grade,2019
Meigs County,0.06,Bachelor's degree,2019
Meigs County,0.08,Associate's degree,2019
Meigs County,8808.00,Population 25 years and over,2019
Meigs County,0.84,High school graduate or higher,2019
Monroe County,0.20,"Some college, no degree",2019
Monroe County,32568.00,Population 25 years and over,2019
Monroe County,0.05,Graduate or professional degree,2019
Monroe County,0.42,High school graduate (includes equivalency),2019
Monroe County,0.08,Associate's degree,2019
Monroe County,0.08,Less than 9th grade,2019
Monroe County,0.09,Bachelor's degree,2019
Monroe County,0.82,High school graduate or higher,2019
Monroe County,0.09,"9th to 12th grade, no diploma",2019
Montgomery County,0.10,Associate's degree,2019
Montgomery County,123893.00,Population 25 years and over,2019
Montgomery County,0.19,Bachelor's degree,2019
Montgomery County,0.02,Less than 9th grade,2019
Montgomery County,0.26,"Some college, no degree",2019
Montgomery County,0.29,High school graduate (includes equivalency),2019
Montgomery County,0.05,"9th to 12th grade, no diploma",2019
Montgomery County,0.10,Graduate or professional degree,2019
Montgomery County,0.93,High school graduate or higher,2019
Moore County,0.15,Bachelor's degree,2019
Moore County,0.15,"Some college, no degree",2019
Moore County,0.40,High school graduate (includes equivalency),2019
Moore County,4590.00,Population 25 years and over,2019
Moore County,0.05,Less than 9th grade,2019
Moore County,0.08,Graduate or professional degree,2019
Moore County,0.08,Associate's degree,2019
Moore County,0.09,"9th to 12th grade, no diploma",2019
Moore County,0.86,High school graduate or higher,2019
Morgan County,0.14,"9th to 12th grade, no diploma",2019
Morgan County,15570.00,Population 25 years and over,2019
Morgan County,0.16,"Some college, no degree",2019
Morgan County,0.04,Graduate or professional degree,2019
Morgan County,0.49,High school graduate (includes equivalency),2019
Morgan County,0.06,Bachelor's degree,2019
Morgan County,0.06,Less than 9th grade,2019
Morgan County,0.06,Associate's degree,2019
Morgan County,0.80,High school graduate or higher,2019
Obion County,0.10,Bachelor's degree,2019
Obion County,0.18,"Some college, no degree",2019
Obion County,21277.00,Population 25 years and over,2019
Obion County,0.45,High school graduate (includes equivalency),2019
Obion County,0.05,Graduate or professional degree,2019
Obion County,0.06,Associate's degree,2019
Obion County,0.07,Less than 9th grade,2019
Obion County,0.84,High school graduate or higher,2019
Obion County,0.10,"9th to 12th grade, no diploma",2019
Overton County,15511.00,Population 25 years and over,2019
Overton County,0.16,"Some college, no degree",2019
Overton County,0.05,Graduate or professional degree,2019
Overton County,0.05,Associate's degree,2019
Overton County,0.47,High school graduate (includes equivalency),2019
Overton County,0.08,Bachelor's degree,2019
Overton County,0.81,High school graduate or higher,2019
Overton County,0.10,Less than 9th grade,2019
Overton County,0.10,"9th to 12th grade, no diploma",2019
Perry County,0.16,"9th to 12th grade, no diploma",2019
Perry County,0.19,"Some college, no degree",2019
Perry County,0.39,High school graduate (includes equivalency),2019
Perry County,5571.00,Population 25 years and over,2019
Perry County,0.05,Graduate or professional degree,2019
Perry County,0.06,Associate's degree,2019
Perry County,0.06,Bachelor's degree,2019
Perry County,0.75,High school graduate or higher,2019
Perry County,0.09,Less than 9th grade,2019
Pickett County,0.13,"9th to 12th grade, no diploma",2019
Pickett County,0.13,Less than 9th grade,2019
Pickett County,0.18,"Some college, no degree",2019
Pickett County,3888.00,Population 25 years and over,2019
Pickett County,0.04,Graduate or professional degree,2019
Pickett County,0.38,High school graduate (includes equivalency),2019
Pickett County,0.06,Bachelor's degree,2019
Pickett County,0.74,High school graduate or higher,2019
Pickett County,0.08,Associate's degree,2019
Polk County,0.10,"9th to 12th grade, no diploma",2019
Polk County,12288.00,Population 25 years and over,2019
Polk County,0.23,"Some college, no degree",2019
Polk County,0.39,High school graduate (includes equivalency),2019
Polk County,0.05,Graduate or professional degree,2019
Polk County,0.07,Bachelor's degree,2019
Polk County,0.08,Less than 9th grade,2019
Polk County,0.09,Associate's degree,2019
Polk County,0.82,High school graduate or higher,2019
Putnam County,0.10,Graduate or professional degree,2019
Putnam County,0.16,Bachelor's degree,2019
Putnam County,0.18,"Some college, no degree",2019
Putnam County,0.37,High school graduate (includes equivalency),2019
Putnam County,0.05,Associate's degree,2019
Putnam County,50110.00,Population 25 years and over,2019
Putnam County,0.07,"9th to 12th grade, no diploma",2019
Putnam County,0.07,Less than 9th grade,2019
Putnam County,0.87,High school graduate or higher,2019
Rhea County,0.11,Bachelor's degree,2019
Rhea County,0.11,"9th to 12th grade, no diploma",2019
Rhea County,0.21,"Some college, no degree",2019
Rhea County,22111.00,Population 25 years and over,2019
Rhea County,0.37,High school graduate (includes equivalency),2019
Rhea County,0.06,Graduate or professional degree,2019
Rhea County,0.06,Associate's degree,2019
Rhea County,0.08,Less than 9th grade,2019
Rhea County,0.81,High school graduate or higher,2019
Roane County,0.12,Bachelor's degree,2019
Roane County,0.24,"Some college, no degree",2019
Roane County,0.04,Less than 9th grade,2019
Roane County,0.36,High school graduate (includes equivalency),2019
Roane County,39144.00,Population 25 years and over,2019
Roane County,0.08,"9th to 12th grade, no diploma",2019
Roane County,0.08,Graduate or professional degree,2019
Roane County,0.89,High school graduate or higher,2019
Roane County,0.09,Associate's degree,2019
Robertson County,0.14,Bachelor's degree,2019
Robertson County,0.22,"Some college, no degree",2019
Robertson County,0.38,High school graduate (includes equivalency),2019
Robertson County,47850.00,Population 25 years and over,2019
Robertson County,0.05,Less than 9th grade,2019
Robertson County,0.06,Graduate or professional degree,2019
Robertson County,0.07,Associate's degree,2019
Robertson County,0.08,"9th to 12th grade, no diploma",2019
Robertson County,0.87,High school graduate or higher,2019
Rutherford County,198337.00,Population 25 years and over,2019
Rutherford County,0.03,Less than 9th grade,2019
Rutherford County,0.22,Bachelor's degree,2019
Rutherford County,0.24,"Some college, no degree",2019
Rutherford County,0.28,High school graduate (includes equivalency),2019
Rutherford County,0.06,"9th to 12th grade, no diploma",2019
Rutherford County,0.08,Associate's degree,2019
Rutherford County,0.10,Graduate or professional degree,2019
Rutherford County,0.92,High school graduate or higher,2019
Scott County,0.13,"9th to 12th grade, no diploma",2019
Scott County,14961.00,Population 25 years and over,2019
Scott County,0.20,"Some college, no degree",2019
Scott County,0.04,Graduate or professional degree,2019
Scott County,0.44,High school graduate (includes equivalency),2019
Scott County,0.06,Bachelor's degree,2019
Scott County,0.07,Associate's degree,2019
Scott County,0.08,Less than 9th grade,2019
Scott County,0.80,High school graduate or higher,2019
Sequatchie County,10733.00,Population 25 years and over,2019
Sequatchie County,0.12,"9th to 12th grade, no diploma",2019
Sequatchie County,0.20,"Some college, no degree",2019
Sequatchie County,0.39,High school graduate (includes equivalency),2019
Sequatchie County,0.06,Graduate or professional degree,2019
Sequatchie County,0.06,Less than 9th grade,2019
Sequatchie County,0.07,Associate's degree,2019
Sequatchie County,0.82,High school graduate or higher,2019
Sequatchie County,0.10,Bachelor's degree,2019
Sevier County,0.12,Bachelor's degree,2019
Sevier County,0.23,"Some college, no degree",2019
Sevier County,0.37,High school graduate (includes equivalency),2019
Sevier County,0.05,Less than 9th grade,2019
Sevier County,0.06,Graduate or professional degree,2019
Sevier County,69559.00,Population 25 years and over,2019
Sevier County,0.08,Associate's degree,2019
Sevier County,0.85,High school graduate or higher,2019
Sevier County,0.10,"9th to 12th grade, no diploma",2019
Shelby County,0.13,Graduate or professional degree,2019
Shelby County,0.19,Bachelor's degree,2019
Shelby County,0.23,"Some college, no degree",2019
Shelby County,0.28,High school graduate (includes equivalency),2019
Shelby County,0.04,Less than 9th grade,2019
Shelby County,0.06,Associate's degree,2019
Shelby County,612601.00,Population 25 years and over,2019
Shelby County,0.08,"9th to 12th grade, no diploma",2019
Shelby County,0.88,High school graduate or higher,2019
Smith County,13626.00,Population 25 years and over,2019
Smith County,0.18,"Some college, no degree",2019
Smith County,0.47,High school graduate (includes equivalency),2019
Smith County,0.05,Graduate or professional degree,2019
Smith County,0.06,Less than 9th grade,2019
Smith County,0.07,Associate's degree,2019
Smith County,0.85,High school graduate or higher,2019
Smith County,0.09,"9th to 12th grade, no diploma",2019
Smith County,0.09,Bachelor's degree,2019
Stewart County,0.10,Bachelor's degree,2019
Stewart County,0.20,"Some college, no degree",2019
Stewart County,0.04,Less than 9th grade,2019
Stewart County,0.45,High school graduate (includes equivalency),2019
Stewart County,0.06,Graduate or professional degree,2019
Stewart County,0.07,Associate's degree,2019
Stewart County,0.87,High school graduate or higher,2019
Stewart County,9613.00,Population 25 years and over,2019
Stewart County,0.09,"9th to 12th grade, no diploma",2019
Sullivan County,114478.00,Population 25 years and over,2019
Sullivan County,0.15,Bachelor's degree,2019
Sullivan County,0.21,"Some college, no degree",2019
Sullivan County,0.35,High school graduate (includes equivalency),2019
Sullivan County,0.05,Less than 9th grade,2019
Sullivan County,0.08,Associate's degree,2019
Sullivan County,0.08,"9th to 12th grade, no diploma",2019
Sullivan County,0.09,Graduate or professional degree,2019
Sullivan County,0.87,High school graduate or higher,2019
Sumner County,125677.00,Population 25 years and over,2019
Sumner County,0.19,Bachelor's degree,2019
Sumner County,0.23,"Some college, no degree",2019
Sumner County,0.04,Less than 9th grade,2019
Sumner County,0.31,High school graduate (includes equivalency),2019
Sumner County,0.06,"9th to 12th grade, no diploma",2019
Sumner County,0.08,Associate's degree,2019
Sumner County,0.90,High school graduate or higher,2019
Sumner County,0.09,Graduate or professional degree,2019
Tennessee,0.10,Graduate or professional degree,2019
Tennessee,0.17,Bachelor's degree,2019
Tennessee,0.21,"Some college, no degree",2019
Tennessee,0.32,High school graduate (includes equivalency),2019
Tennessee,4587393.00,Population 25 years and over,2019
Tennessee,0.05,Less than 9th grade,2019
Tennessee,0.07,Associate's degree,2019
Tennessee,0.08,"9th to 12th grade, no diploma",2019
Tennessee,0.88,High school graduate or higher,2019
Tipton County,0.11,Bachelor's degree,2019
Tipton County,0.25,"Some college, no degree",2019
Tipton County,0.04,Less than 9th grade,2019
Tipton County,0.38,High school graduate (includes equivalency),2019
Tipton County,41092.00,Population 25 years and over,2019
Tipton County,0.06,Graduate or professional degree,2019
Tipton County,0.08,Associate's degree,2019
Tipton County,0.09,"9th to 12th grade, no diploma",2019
Tipton County,0.88,High school graduate or higher,2019
Trousdale County,0.24,"Some college, no degree",2019
Trousdale County,0.38,High school graduate (includes equivalency),2019
Trousdale County,0.05,Graduate or professional degree,2019
Trousdale County,0.06,Less than 9th grade,2019
Trousdale County,7196.00,Population 25 years and over,2019
Trousdale County,0.08,Associate's degree,2019
Trousdale County,0.84,High school graduate or higher,2019
Trousdale County,0.09,"9th to 12th grade, no diploma",2019
