district_number,district,school_number,school_name,street_address_1,city,state,zipcode,phone1,phone2,countyname,year,principal,grades_served
621,Sweetwater,5,Brown Intermediate School,135 Starrett ST,Sweetwater,TN,37874,(423) 337-5905,,Monroe County,2020,Heather Henry,Grades 5-6
621,Sweetwater,10,Sweetwater Elementary,301 Broad ST,Sweetwater,TN,37874,(423) 337-7062,,Monroe County,2020,Alice Tyler,Grades 3-4
621,Sweetwater,15,Sweetwater Jr High School,1013 Cannon AVE,Sweetwater,TN,37874,(423) 337-7336,,Monroe County,2020,Brandi Smith,Grades 7-8
621,Sweetwater,30,Sweetwater Primary School,500 Highway 322 East,Sweetwater,TN,37874,(423) 351-7004,,Monroe County,2020,Darrin Nichols,Grades PK-2
630,Montgomery County,3,Barkers Mill Elementary,1230 Little Bobcat LN,Clarksville,TN,37042,(931) 906-7235,,Montgomery County,2020,Rhonda Kennedy,Grades PK-5
630,Montgomery County,5,Barksdale Elementary,1920 Madison ST,Clarksville,TN,37043,(931) 648-5685,,Montgomery County,2020,Melinda Harris,Grades PK-5
630,Montgomery County,10,Burt Elementary,110 Bailey ST,Clarksville,TN,37040,(931) 648-5630,,Montgomery County,2020,Maribeth Mathis,Grades 3-5
630,Montgomery County,15,Byrns Darden Elementary,609 E ST,Clarksville,TN,37042,(931) 648-5615,,Montgomery County,2020,Dr. Nabraunda Jackson,Grades PK-5
630,Montgomery County,17,Kenwood Elementary,1101 Peachers  Mill RD,Clarksville,TN,37042,(931) 553-2059,,Montgomery County,2020,Kim Masters,Grades PK-5
630,Montgomery County,18,Kenwood Middle,241 E Pine Mountain RD,Clarksville,TN,37042,(931) 553-2080,,Montgomery County,2020,Dr. Marlon Heaston,Grades 6-8
630,Montgomery County,19,Kenwood High,251 E Pine Mountain RD,Clarksville,TN,37042,(931) 905-7900,,Montgomery County,2020,Keith Parker,Grades 9-12
630,Montgomery County,20,Montgomery Central Elementary,4011 Highway 48,Cunningham,TN,37052,(931) 387-3208,,Montgomery County,2020,Loralee BeCraft,Grades PK-5
630,Montgomery County,25,Montgomery Central High,3955 Highway  48,Cunningham,TN,37052,(931) 387-3201,,Montgomery County,2020,Christy Houston,Grades 9-12
630,Montgomery County,27,Hazelwood Elementary,2623 Tiny Town RD,Clarksville,TN,37042,(931) 553-2075,,Montgomery County,2020,Cynthia Kerr,Grades PK-5
630,Montgomery County,30,Clarksville High,151 Richview RD,Clarksville,TN,37043,(931) 648-5690,,Montgomery County,2020,Bryan Feldman,Grades 9-12
630,Montgomery County,35,Glenellen Elementary,825 Needmore RD,Clarksville,TN,37040,(931) 920-6158,,Montgomery County,2020,Patti Koloski,Grades PK-5
630,Montgomery County,40,Cumberland Heights Elementary,2093 Ussery Rd S,Clarksville,TN,37040,(931) 648-5695,,Montgomery County,2020,Dr. Tonya Cunningham,Grades PK-5
630,Montgomery County,45,East Montgomery Elementary,230 McAdoo Creek RD,Clarksville,TN,37043,(931) 358-2868,,Montgomery County,2020,Janet Staggs,Grades PK-5
630,Montgomery County,49,Liberty Elementary,849 S Liberty Church RD,Clarksville,TN,37042,(931) 905-5729,,Montgomery County,2020,Sherry Baker,Grades PK-5
630,Montgomery County,51,Minglewood Elementary,215 Cunningham LN,Clarksville,TN,37042,(931) 648-5646,,Montgomery County,2020,Ashlie Perry,Grades PK-5
630,Montgomery County,52,Montgomery Central Middle,3941 Highway 48,Cunningham,TN,37052,(931) 387-2575,,Montgomery County,2020,Vicki Winner,Grades 6-8
630,Montgomery County,55,Moore Magnet Elementary,1350 Madison ST,Clarksville,TN,37040,(931) 648-5635,,Montgomery County,2020,Ptosha Maclin,Grades PK-5
630,Montgomery County,60,Norman Smith Elementary,740 Greenwood AVE,Clarksville,TN,37040,(931) 648-5660,,Montgomery County,2020,Emily Clark,Grades PK-5
630,Montgomery County,65,New Providence Middle,146 Cunningham LN,Clarksville,TN,37042,(931) 648-5655,,Montgomery County,2020,Scott Wainwright,Grades 6-8
630,Montgomery County,66,Northeast Elementary,3705 Trenton RD,Clarksville,TN,37040,(931) 648-5662,,Montgomery County,2020,Dr. Regina Lyle,Grades PK-5
630,Montgomery County,67,Northeast Middle,3703 Trenton RD,Clarksville,TN,37040,(931) 648-5665,,Montgomery County,2020,Laura Boss,Grades 6-8
630,Montgomery County,68,Northeast High,3701 Trenton RD,Clarksville,TN,37040,(931) 648-5640,,Montgomery County,2020,Tavis Massey,Grades 9-12
630,Montgomery County,70,Northwest High,800 Lafayette RD,Clarksville,TN,37042,(931) 648-5675,,Montgomery County,2020,Jessica Peppard,Grades 9-12
630,Montgomery County,73,Richview Middle,2350 Memorial DR,Clarksville,TN,37043,(931) 648-5620,,Montgomery County,2020,Lisa Baker,Grades 6-8
630,Montgomery County,75,Ringgold Elementary,240 Ringgold RD,Clarksville,TN,37042,(931) 648-5625,,Montgomery County,2020,Angela Lovelace,Grades PK-5
630,Montgomery County,77,Rossview Middle,2265 Cardinal LN,Clarksville,TN,37043,(931) 920-6150,,Montgomery County,2020,Julie Hallums,Grades 6-8
630,Montgomery County,78,Rossview High,1237 Rossview RD,Clarksville,TN,37043,(931) 553-2070,,Montgomery County,2020,Dr. Schanda Doughty Ed.D.,Grades 9-12
630,Montgomery County,80,St. Bethlehem Elementary,2450 Old Russellville PIKE,Clarksville,TN,37040,(931) 648-5670,,Montgomery County,2020,Melisse Johnson Williams,Grades PK-2
630,Montgomery County,83,Sango Elementary,3585 Sango RD,Clarksville,TN,37043,(931) 358-4093,,Montgomery County,2020,Erin Hedrick,Grades PK-5
630,Montgomery County,84,West Creek Middle,1200 W Creek Coyote TRL,Clarksville,TN,37042,(931) 503-3288,,Montgomery County,2020,Damaris Last,Grades 6-8
630,Montgomery County,85,Woodlawn Elementary,2250 Woodlawn RD,Woodlawn,TN,37191,(931) 648-5680,,Montgomery County,2020,Jennifer Silvers,Grades PK-5
630,Montgomery County,88,Middle College @ Austin Peay State University,PO BOX 4654,Clarksville,TN,37044,(931) 221-1350,,Montgomery County,2020,Theresa Muckleroy,Grades 11-12
630,Montgomery County,90,West Creek Elementary,1201 W Creek Coyote TRL,Clarksville,TN,37042,(931) 802-8637,,Montgomery County,2020,Lynne Rains,Grades PK-5
630,Montgomery County,95,Carmel Elementary,4925 Sango RD,Clarksville,TN,37043,(931) 802-5025,,Montgomery County,2020,Rosanne Sanford,Grades PK-5
630,Montgomery County,100,West Creek High,1210 W Creek Coyote TRL,Clarksville,TN,37042,(931) 503-1788,,Montgomery County,2020,Matthew Slight,Grades 9-12
630,Montgomery County,105,Rossview Elementary,2235 Cardinal LN,Clarksville,TN,37043,(931) 645-1403,,Montgomery County,2020,Madeline Haller,Grades PK-5
630,Montgomery County,110,Pisgah Elementary,1770 Hazelwood RD,Clarksville,TN,37042,(931) 802-6790,,Montgomery County,2020,Jami Skevington,Grades PK-5
630,Montgomery County,115,Oakland Elementary,1050 Cherry Blossom LN,Clarksville,TN,37040,(931) 920-7422,,Montgomery County,2020,Cindy Adams,Grades PK-5
640,Moore County,10,Lynchburg Elementary,276 Mechanic Street North,Lynchburg,TN,37352,(931) 759-7388,,Moore County,2020,Melissa Eslick,Grades PK-6
640,Moore County,15,Moore County High School,1502 Hwy 55,Lynchburg,TN,37352,(931) 759-4231,,Moore County,2020,Brad Sanders,Grades 7-12
650,Morgan County,10,Central Elementary,1315  Knoxville  HWY,Wartburg,TN,37887,(423) 346-6683,,Morgan County,2020,Zandy Knox,Grades PK-5
650,Morgan County,13,Central Middle School,146 Liberty RD,Wartburg,TN,37887,(423) 346-2800,,Morgan County,2020,Larry Davis,Grades 6-8
650,Morgan County,15,Central High School,1119  Knoxville  HWY,Wartburg,TN,37887,(423) 346-6616,,Morgan County,2020,Aaron Jones,Grades 9-12
650,Morgan County,30,Coalfield School,1720 Coalhill RD,Coalfield,TN,37719,(865) 435-7332,,Morgan County,2020,Matt Murphy,Grades PK-12
650,Morgan County,46,Morgan County Career and Technical Center,132  Flat  Fork RD,Wartburg,TN,37887,(423) 346-6285,,Morgan County,2020,Dr. Dan Shoemaker,Grades 11-12
650,Morgan County,55,Oakdale School,225 Clifty Creek RD,Oakdale,TN,37829,(423) 369-3885,,Morgan County,2020,Heath Snow,Grades PK-12
650,Morgan County,60,Petros Joyner Elementary,125 Petros Joyner School RD,Oliver Springs,TN,37840,(423) 324-8600,,Morgan County,2020,Laura Bunch,Grades PK-8
650,Morgan County,70,Sunbright School,205  Burrville  RD,Sunbright,TN,37872,(423) 628-2244,,Morgan County,2020,Julia Smith,Grades PK-12
660,Obion County,7,Black Oak Elementary,365 North Shawtown RD,Hornbeak,TN,38232,(731) 538-2271,,Obion County,2020,Jon Kerr,Grades PK-8
660,Obion County,12,Hillcrest Elementary,605 South Main ST,Troy,TN,38260,(731) 536-4222,,Obion County,2020,Patresa Rogers,Grades PK-8
660,Obion County,26,Lake Road Elementary,1130 East Highway 22,Union City,TN,38261,(731) 885-5304,,Obion County,2020,Linda Crigger,Grades PK-8
660,Obion County,35,Obion County Central High School,528 North Highway 51,Troy,TN,38260,(731) 536-4688,,Obion County,2020,Barry Kendall,Grades 9-12
660,Obion County,38,Ridgemont Elementary,1285 N  Highway 45 By - Pass,Union City,TN,38261,(731) 536-5171,,Obion County,2020,Sandy Simpson,Grades PK-8
660,Obion County,45,South Fulton Elementary,209 John C. Jones PKWY,South Fulton,TN,38257,(731) 479-2304,,Obion County,2020,Laura Pitts,Grades PK-5
660,Obion County,50,South Fulton Middle / High School,1302 South Fulton DR,South Fulton,TN,38257,(731) 479-1441,,Obion County,2020,Kimberly Jackson,Grades 6-12
661,Union City,10,Union City Elementary School,1100 South Miles AVE,Union City,TN,38261,(731) 885-1632,,Obion County,2020,Rene Flood,Grades PK-5
661,Union City,12,Union City Middle School,1111 High School DR,Union City,TN,38261,(731) 885-2901,,Obion County,2020,Lance Morgan,Grades 5-8
661,Union City,15,Union City High School,1305 High School DR,Union City,TN,38261,(731) 885-2373,,Obion County,2020,Jacob Cross,Grades 9-12
670,Overton County,5,Allons Elementary,321 Old  Celina HWY,Allons,TN,38541,(931) 823-5921,,Overton County,2020,Dale Flatt,Grades KG-8
670,Overton County,20,Hilham Elementary,2305  Hilham  HWY,Hilham,TN,38568,(931) 823-6816,,Overton County,2020,Kim Dillon,Grades PK-8
670,Overton County,30,Livingston Academy,120  Melvin  Johnson DR,Livingston,TN,38570,(931) 823-5911,,Overton County,2020,Jake Asberry,Grades 9-12
670,Overton County,35,Livingston Middle School,216  Bilbrey  ST,Livingston,TN,38570,(931) 823-5917,,Overton County,2020,Doug Smith,Grades 5-8
670,Overton County,43,Overton Adult High School,112  Bussell  ST,Livingston,TN,38570,(931) 823-7761,,Overton County,2020,Marsha Wyatt,Grades 9-12
670,Overton County,47,R.E.A.C.H. Academy,112  Bussell  ST,Livingston,TN,38570,(931) 823-9388,,Overton County,2020,Danny McCoin,Grades KG-9
670,Overton County,50,Rickman Elementary,631 Rickman Monterey HWY,Rickman,TN,38580,(931) 498-2825,,Overton County,2020,Donnie Holman,Grades PK-8
670,Overton County,60,Wilson Elementary,2210  Hanging  Limb HWY,Crawford,TN,38554,(931) 445-3335,,Overton County,2020,Ashley Fisher,Grades PK-8
670,Overton County,65,A H Roberts Elementary,301 Zachary ST,Livingston,TN,38570,(931) 823-5551,,Overton County,2020,Richard Melton,Grades PK-4
680,Perry County,15,Linden Elementary,331 Brooklyn AVE,Linden,TN,37096,(931) 589-2531,,Perry County,2020,Kathy Whitt,Grades PK-4
680,Perry County,20,Lobelville Elementary,P O Box 337 AVE,Lobelville,TN,37097,(931) 593-2354,,Perry County,2020,J.B. Trull,Grades PK-8
680,Perry County,25,Linden Middle School,130 College AVE,Linden,TN,37096,(931) 589-5000,,Perry County,2020,Mr. Brent Cunningham,Grades 5-8
680,Perry County,27,Perry County High School,1056 Squirrel Hollow RD,Linden,TN,37096,(931) 589-2831,,Perry County,2020,Michael Rhodes,Grades 9-12
680,Perry County,40,Perry County Virtual School,857 Squirrel Hollow DR,Linden,TN,37096,(931) 589-2102,,Perry County,2020,Ashley Carroll,Grades 5-12
690,Pickett County,5,Pickett Co High School,130 Skyline DR,Byrdstown,TN,38549,(931) 864-3422,,Pickett County,2020,James M. Buckman,Grades 9-12
690,Pickett County,10,Pickett County Elementary,1016 Woodlawn DR,Byrdstown,TN,38549,(931) 864-3496,,Pickett County,2020,Julia Barber,Grades PK-8
700,Polk County,5,Benton Elementary,215 Schoolhouse Hill RD,Benton,TN,37307,(423) 299-0090,,Polk County,2020,Valerie Davis,Grades PK-5
700,Polk County,10,Copper Basin Elementary School,206 Cougar DR,Copperhill,TN,37317,(423) 496-3271,,Polk County,2020,Janessa Nipper,Grades PK-6
700,Polk County,15,Copper Basin High School,205 Cougar DR,Copperhill,TN,37317,(423) 496-3291,,Polk County,2020,Tim Kidd,Grades 7-12
700,Polk County,50,Chilhowee Middle School,215 Schoolhouse Hill RD,Benton,TN,37307,(423) 299-0086,,Polk County,2020,Ms. Connie Dunn,Grades 6-8
700,Polk County,53,Polk County High School,7200 Highway 411 North,Benton,TN,37307,(423) 299-0078,,Polk County,2020,Ron German,Grades 9-12
700,Polk County,57,South Polk Elementary,P. O. Box 100 RD,Ild Fort,TN,37362,(423) 338-4512,,Polk County,2020,Frances Bramblett,Grades PK-5
700,Polk County,70,Polk Innovative Learning Academy,131 Stephens ST,Benton,TN,37307,(423) 299-0471,,Polk County,2020,Dr. Tamra Lanning,Grades KG-10
710,Putnam County,5,Algood Elementary,2525 Old Walton RD,Algood,TN,38506,(931) 303-0362,,Putnam County,2020,Patience Cannon,Grades PK-4
710,Putnam County,6,VITAL:  Upper Cumberland e-Learning Network,1400 E. Spring ST,Cookeville,TN,38506,(931) 372-2368,(931) 372-2368,Putnam County,2020,Sam Brooks,Grades PK-12
710,Putnam County,8,Algood Middle School,540 Dry Valley RD,Cookeville,TN,38506,(931) 537-6141,,Putnam County,2020,Dr. Christopher Winningham,Grades PK-8
710,Putnam County,15,Cornerstone Elementary,371 First Avenue South,Baxter,TN,38544,(931) 858-9190,,Putnam County,2020,Tammy Hoover,Grades 2-4
710,Putnam County,17,Baxter Primary,125 Elmore Town Road,Baxter,TN,38544,(931) 858-3110,,Putnam County,2020,Tammy Hoover,Grades PK-1
710,Putnam County,25,Burks Elementary,300 Crossville ST,Monterey,TN,38574,(931) 839-7641,,Putnam County,2020,Kevin Maynard,Grades PK-6
710,Putnam County,30,Cane Creek Elementary,1500 West Jackson ST,Cookeville,TN,38501,(931) 520-1173,,Putnam County,2020,Emily Pierce,Grades PK-4
710,Putnam County,35,Capshaw Elementary,1 Cougar LN,Cookeville,TN,38501,(931) 526-2414,,Putnam County,2020,Kim Wright,Grades PK-4
710,Putnam County,37,Cookeville High School,1 Cavalier DR,Cookeville,TN,38501,(931) 520-2287,,Putnam County,2020,Max Petett,Grades PK-12
710,Putnam County,50,Jere Whitson Elementary,178 East Jere Whitson RD,Cookeville,TN,38501,(931) 526-6575,,Putnam County,2020,Thomas Fuhrman,Grades PK-4
710,Putnam County,55,Monterey High School,710 East Commercial AVE,Monterey,TN,38574,(931) 839-2970,,Putnam County,2020,Sonja Farley,Grades 5-12
710,Putnam County,57,Northeast Elementary,575 N Old  Kentucky RD,Cookeville,TN,38501,(931) 526-2978,,Putnam County,2020,Dr. Melissa Palk,Grades PK-4
710,Putnam County,60,Park View Elementary,545  Scott  AVE,Cookeville,TN,38501,(931) 526-2516,,Putnam County,2020,Bobby Winningham,Grades PK-4
710,Putnam County,63,Putnam Co Adult High School,268 East Main ST,Cookeville,TN,38506,(931) 528-8685,,Putnam County,2020,Robyn Nabors,Grades 9-12
710,Putnam County,65,Avery Trace Middle School,230 Raider DR,Cookeville,TN,38501,(931) 520-2200,,Putnam County,2020,Alma Anderson,Grades 5-8
710,Putnam County,70,Sycamore Elementary,452  Ellis  AVE,Cookeville,TN,38501,(931) 526-9322,,Putnam County,2020,Tracy Nabors,Grades PK-4
710,Putnam County,90,Upperman High School,6950 Nashville HWY,Baxter,TN,38544,(931) 858-3112,,Putnam County,2020,Billy Stepp,Grades 9-12
710,Putnam County,95,Prescott South Elementary,115 W. Cemetery RD,Cookeville,TN,38506,(931) 526-2275,,Putnam County,2020,Ms. Catherine Jones,Grades PK-4
710,Putnam County,100,Prescott South Middle School,1859 S. Jefferson ST,Cookeville,TN,38506,(931) 528-3647,(931) 528-3647,Putnam County,2020,Trey Upchurch,Grades 5-8
710,Putnam County,105,White Plains Academy,288 E. Main ST,Algood,TN,38506,(931) 528-1847,(931) 528-1847,Putnam County,2020,Mr. Joe Matheney,Grades 2-12
710,Putnam County,110,Upperman Middle School,6700 Nashville HWY,Baxter,TN,38544,(931) 858-6601,,Putnam County,2020,Shannon Pirtle,Grades 5-8
710,Putnam County,7001,T T U Child Development Lab,720 Quadrangle,Cookeville,TN,38505,(931) 372-6262,,Putnam County,2020,Mrs. Angie Smith,Grades PK-PK
720,Rhea County,10,Frazier Elementary,3900  Double  S RD,Dayton,TN,37321,(423) 775-7854,,Rhea County,2020,Dedra Sims,Grades PK-5
720,Rhea County,20,Graysville Elementary School,606 Long ST,Dayton,TN,37321,(423) 775-7850,,Rhea County,2020,James Harrison,Grades PK-5
720,Rhea County,32,Rhea County High School,885 Eagle LN,Evensville,TN,37332,(423) 775-7821,,Rhea County,2020,Dr. Scotty Herrell,Grades 9-12
720,Rhea County,40,Spring City Elementary,P O  Box 367 AVE,Spring City,TN,37381,(423) 365-6451,,Rhea County,2020,Mrs. Tamaria Boles,Grades PK-5
720,Rhea County,50,Spring City Middle School,751 Wasson Memorial Hwy 68,Spring City,TN,37381,(423) 365-9105,,Rhea County,2020,Ashlee Brackett,Grades 6-8
720,Rhea County,65,Rhea Central Elementary,1005 Delaware AVE,Dayton,TN,37321,(423) 775-7842,,Rhea County,2020,Mrs. Rhonda Freeman,Grades PK-5
720,Rhea County,70,Rhea Middle School,405 Pierce RD,Evensville,TN,37332,(423) 775-7821,,Rhea County,2020,Mr. Doug Keylon,Grades 6-8
721,Dayton,5,Dayton City Elementary,520  Cherry  ST,Dayton,TN,37321,(423) 775-8414,,Rhea County,2020,Trish Newsom,Grades PK-8
730,Roane County,5,Cherokee Middle School,200  Paint  Rock Ferry RD,Kingston,TN,37763,(865) 376-9281,,Roane County,2020,Elizabeth Rose,Grades 6-8
730,Roane County,14,Harriman Middle School,1025 Cumberland ST,Harriman,TN,37748,(865) 882-1727,,Roane County,2020,Leslie Smith,Grades 6-8
730,Roane County,15,Harriman High School,920 North Roane ST,Harriman,TN,37748,(865) 882-1821,,Roane County,2020,Scott Calahan,Grades 8-12
730,Roane County,28,Bowers Elementary,120 Breazeale ST,Harriman,TN,37748,(865) 882-1185,,Roane County,2020,Jessica Rittenhouse,Grades PK-5
730,Roane County,35,Kingston Elementary,2000  Kingston  HWY,Kingston,TN,37763,(865) 376-5252,,Roane County,2020,Timothy Thompson,Grades PK-5
730,Roane County,45,Midtown Elementary,2830  Roane  State HWY,Harriman,TN,37748,(865) 882-1228,,Roane County,2020,Kendra Inman,Grades PK-5
730,Roane County,47,Midway Elementary,130  Laurel  Bluff RD,Kingston,TN,37763,(865) 376-2341,,Roane County,2020,Travis Langley,Grades PK-5
730,Roane County,48,Midway Middle School,104 Dogtown RD,Ten Mile,TN,37880,(865) 717-5464,,Roane County,2020,Amy Cawood,Grades 6-8
730,Roane County,50,Midway High School,530  Loudon  HWY,Kingston,TN,37763,(865) 376-5645,,Roane County,2020,Scott Mason,Grades 9-12
730,Roane County,60,Oliver Springs Middle,317 Roane ST,Oliver Springs,TN,37840,(865) 435-0011,,Roane County,2020,Paige Wright,Grades 6-8
730,Roane County,65,Oliver Springs High School,419 Kingston AVE,Oliver Springs,TN,37840,(865) 435-7216,,Roane County,2020,Justin Nevins,Grades 9-12
730,Roane County,77,Ridge View Elementary,625  Pumphouse  RD,Rockwood,TN,37854,(865) 354-2111,,Roane County,2020,Christy Kamikawa,Grades PK-5
730,Roane County,80,Roane County High School,540 W. Cumberland ST,Kingston,TN,37763,(865) 376-6534,,Roane County,2020,Kent Millsaps,Grades 9-12
730,Roane County,81,Midtown Educational Center,3096 Roane State HWY,Harriman,TN,37748,(865) 882-0242,,Roane County,2020,Chris Johnson,Grades PK-12
730,Roane County,85,Rockwood High School,512  West  Rockwood ST,Rockwood,TN,37854,(865) 354-0882,,Roane County,2020,Christopher Cawood,Grades 8-12
730,Roane County,90,Rockwood Middle School,434  West  Rockwood ST,Rockwood,TN,37854,(865) 354-0931,,Roane County,2020,Amanda Evans,Grades 6-8
730,Roane County,95,Dyllis Springs Elementary,120 Ollis RD,Oliver Springs,TN,37840,(865) 435-2298,(865) 435-2298,Roane County,2020,Jennifer Spakes,Grades PK-5
740,Robertson County,10,Bransford Elementary,700  Bransford  DR,Springfield,TN,37172,(615) 384-4313,,Robertson County,2020,Harold Barbee,Grades PK-PK
